Room ID,Room Description,Item Code,Item Description,Part of Union,Qty New,Unit Cost,Group,ERM Cat,Updates for OBC ,
AI065,MRI Scan,OUT9475,"OUTLET vacuum medical, wall/trunking mounted",,1,,1,1,,
AI065,MRI Scan,OUT9480,"OUTLET gas scavenging medical (AGS), wall/trunking mounted",,1,,1,1,,
AI065,MRI Scan,SCR9006,"SCREENING SYSTEM, ferromagnetic system",,1,,1,1,,
AI065,MRI Scan,STA145,"STAND, infusion, twin hook, MRI compatible, breaks, mobile",,1,320,3,3,,
AI065,MRI Scan,STF9009,"STORAGE UNIT, Non-ferrous MRI compatible, MRI coil storage, lockable,  1400H 1870W 600D",,1,3900,1,1,,
AI065,MRI Scan,SUC9000,"SUCTION UNIT, non ferrous, single jar, floor standing",,1,1450,3,3,,
AI065,MRI Scan,SWC062,"EMERGENCY STOP switch button, wall mounted",,1,0,1,1,,
AI065,MRI Scan,SWC9002,"SWITCH, EMERGENCY, quench button",,1,0,1,1,,
AI065,MRI Scan,SYR005,"SYRINGE INJECTOR, MRI compatible, automatic, hi pressure injection, media contrast",,1,22000,3,3,,
AI065,MRI Scan,TRO139,"TROLLEY, dressing/instrument, MRI compatible, 870H 450W 450D",,1,450,3,3,,
AI065,MRI Scan,TRO9013,"TROLLEY, supplies, 6 clear trays, MRI compatible",,1,750,3,3,,
AI065,MRI Scan,VEN9000,"VENT DUCT, helium quench, to size required by length of run",,1,0,1,1,,
AI065,MRI Scan,WOR7020,"WORKTOP, 2000W 700D",,1,,1,1,,
AI103,Ultrasound Room,BAS101,"BASIN, medium, hospital pattern, vitreous china, no tap holes, no overflow, integral back outlet, 500W 400D.",BAS-01,1,67,1,1,,
AI103,Ultrasound Room,DIS013,"DISPENSER, paper towel, wall mounted",BAS-01,1,15,2,2.3,,
AI103,Ultrasound Room,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-01,1,15,2,2.3,,
AI103,Ultrasound Room,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-01,1,100,3,3,,
AI103,Ultrasound Room,OUT001,"OUTLET cable fused, wall mounted",BAS-01,1,0,1,1,,
AI103,Ultrasound Room,TAP826,"TAP bib, single lever, hospital pattern, 2x 1/2 in. inlets, integral thermostatic combination mixer, single flow, fixed horizontal nozzle. Sequential operation.",BAS-01,1,,1,1,,
AI103,Ultrasound Room,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-01,1,35,1,1,,
AI103,Ultrasound Room,COM031,COMPUTER CPU,COM-02,1,800,3,3.2,,
AI103,Ultrasound Room,COM033,COMPUTER KEYBOARD,COM-02,1,25,3,3.2,,
AI103,Ultrasound Room,COM9010,"COMPUTER MONITOR, 24"" TFT, digital flat panel display, high-resolution screens, desk top",COM-02,1,450,3,3.2,,
AI103,Ultrasound Room,OUT131,"SOCKET outlet data/voice, double.",OUT-01,1,0,1,1,,
AI103,Ultrasound Room,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",OUT-01,1,,1,1,,
AI103,Ultrasound Room,OUT9034,"SOCKET outlet switched 13amp twin, USB port twin, wall/trunking mounted",OUT-01,1,,1,1,,
AI103,Ultrasound Room,ULT017,"ULTRASOUND computed sonography, 128 channels, multi purpose, mobile, 1295H 635W 920D",ULT-02,1,95000,3,3,,
AI103,Ultrasound Room,WAR051,"WARMER, ultrasound couplant gel, 200H 100W 150D",ULT-02,1,300,3,3,,
AI103,Ultrasound Room,CAL035,"LAMP repeat call (patient/staff or staff emergency or Cardiac call), ceiling mounted",,1,0,1,1,,
AI103,Ultrasound Room,CAL9007,"PUSH BUTTON staff emergency call, reset and integral/adjacent indicator lamp, wall/trunking mounted",,1,0,1,1,,
AI103,Ultrasound Room,CHA301,"CHAIR, swivel, height adjustable, high back, with arms, wipeable, 5 star base, on castors",,1,100,3,3,,
AI103,Ultrasound Room,CHA317,"CHAIR, upright, upholstered, stacking, wipeable",,1,50,3,3,,
AI103,Ultrasound Room,CLO004,"CLOCK battery with second sweep hand, wall mounted",,1,20,2,2.3,,
AI103,Ultrasound Room,COU010,"COUCH, examination/treatment, (3 section), variable height, retractable wheels, with paper roll holder",,1,1300,3,3,,
AI103,Ultrasound Room,DIS016,"DISPENSER, paper sheet (for couch/trolley), wall mounted",,1,20,2,2.3,,
AI103,Ultrasound Room,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,2,120,3,3,,
AI103,Ultrasound Room,HOO022,"HOOK, double, wall mounted",,1,8,1,1,,
AI103,Ultrasound Room,LIG050,LUMINAIRE operating (minor),,1,9000,1,1.1,,
AI103,Ultrasound Room,OUT005,"SOCKET outlet, switched, 13 amp, single",,2,0,1,1,,
AI103,Ultrasound Room,OUT131,"SOCKET outlet data/voice, double.",,2,0,1,1,,
AI103,Ultrasound Room,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",,4,,1,1,,
AI103,Ultrasound Room,OUT9470,"OUTLET oxygen medical, wall/trunking mounted",,1,,1,1,,
AI103,Ultrasound Room,OUT9475,"OUTLET vacuum medical, wall/trunking mounted",,1,,1,1,,
AI103,Ultrasound Room,STO006,"STOOL, surgeon/anaesthetist, height adjustable, includes anti-static seat pads",,1,900,3,3,,
AI103,Ultrasound Room,SWC031,"SWITCH dimmer, fixed position, wall mounted",,1,0,1,1,,
AI103,Ultrasound Room,TRO135,"TROLLEY, dressing/equipment, 6 clear trays, buffered, 890H 510W 480D",,1,650,3,3,,
AI103,Ultrasound Room,WKT6518,"WORKTOP, cantilevered from wall, 1800W 650D",,1,,1,1,,
AI115,Xray,BAS101,"BASIN, medium, hospital pattern, vitreous china, no tap holes, no overflow, integral back outlet, 500W 400D.",BAS-01,1,67,1,1,,
AI115,Xray,DIS013,"DISPENSER, paper towel, wall mounted",BAS-01,1,15,2,2.3,,
AI115,Xray,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-01,1,15,2,2.3,,
AI115,Xray,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-01,1,100,3,3,,
AI115,Xray,OUT001,"OUTLET cable fused, wall mounted",BAS-01,1,0,1,1,,
AI115,Xray,TAP826,"TAP bib, single lever, hospital pattern, 2x 1/2 in. inlets, integral thermostatic combination mixer, single flow, fixed horizontal nozzle. Sequential operation.",BAS-01,1,,1,1,,
AI115,Xray,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-01,1,35,1,1,,
AI115,Xray,COM031,COMPUTER CPU,COM-02,1,800,3,3.2,,
AI115,Xray,COM033,COMPUTER KEYBOARD,COM-02,1,25,3,3.2,,
AI115,Xray,COM9010,"COMPUTER MONITOR, 24"" TFT, digital flat panel display, high-resolution screens, desk top",COM-02,1,450,3,3.2,,
AI115,Xray,LIG071,"ILLUMINATED SIGN 'RADIATION ON', wall mounted",LIG-13,2,264,1,1,,
AI115,Xray,OUT056,"CONNECTION UNIT, unswitched, 13 amp",LIG-13,2,190,1,1,,
AI115,Xray,OUT131,"SOCKET outlet data/voice, double.",OUT-01,1,0,1,1,,
AI115,Xray,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",OUT-01,1,,1,1,,
AI115,Xray,OUT9034,"SOCKET outlet switched 13amp twin, USB port twin, wall/trunking mounted",OUT-01,1,,1,1,,
AI115,Xray,OUT9012,"OUTLET, isolator, 125amp, TP&N",XRA-07,1,,1,1,,
AI115,Xray,XRA049,X-RAY GENERATOR CABINET,XRA-07,1,0,2,2.1,,
AI115,Xray,BOA9005,"BOARD, marker, whiteboard, dry-wipe, magnetic, with pen holder, wall mounted, 900H 1200W",,1,40,2,2.3,,
AI115,Xray,BRA9006,"BRACKET, Pat slide, wall mounted",,1,30,1,2.3,,
AI115,Xray,CAL035,"LAMP repeat call (patient/staff or staff emergency or Cardiac call), ceiling mounted",,1,0,1,1,,
AI115,Xray,CAL9007,"PUSH BUTTON staff emergency call, reset and integral/adjacent indicator lamp, wall/trunking mounted",,1,0,1,1,,
AI115,Xray,CHA317,"CHAIR, upright, upholstered, stacking, wipeable",,2,50,3,3,,
AI115,Xray,HOL006,"HOLDER, sack, with lid foot operated, medium, freestanding, 875H 430W 385D",,2,120,3,3,,
AI115,Xray,HOO022,"HOOK, double, wall mounted",,1,8,1,1,,
AI115,Xray,OUT131,"SOCKET outlet data/voice, double.",,2,0,1,1,,
AI115,Xray,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",,6,,1,1,,
AI115,Xray,OUT9453,"OUTLET 4 kPa compressed air medical, wall/trunking mounted",,1,,1,1,,
AI115,Xray,OUT9470,"OUTLET oxygen medical, wall/trunking mounted",,1,,1,1,,
AI115,Xray,OUT9475,"OUTLET vacuum medical, wall/trunking mounted",,1,,1,1,,
AI115,Xray,PAT9000,"PAT SLIDE, wall mounted",,1,300,3,3,,
AI115,Xray,RAC196,"RACK, x-ray lead apron, 5 hangers hinged, wall mounted",,1,270,2,2.3,,
AI115,Xray,SCR061,"SCREEN shielding, radiation proof, 2mm lead, solid/glass, 2000H 2100L, angle",,1,7000,2,2.3,,
AI115,Xray,STF9000,"STORAGE UNIT, lower, cupboard, 1 door, 1 shelf, right handed, 865H 600W 565D",,1,240,1,1,,
AI115,Xray,STF9001,"STORAGE UNIT, lower, cupboard, 1 door, 1 shelf, left handed, 865H 600W 565D",,1,240,1,1,,
AI115,Xray,STF9104,"STORAGE UNIT, upper, cupboard, 1 door, 1 shelf, left handed, lockable, 600H 600W 300D",,1,220,1,1,code change,
AI115,Xray,STF9105,"STORAGE UNIT, upper, cupboard, 1 door, 1 shelf, right handed, lockable, 600H 600W 300D",,1,220,1,1,code change,
AI115,Xray,SWC062,"EMERGENCY STOP switch button, wall mounted",,2,0,1,1,,
AI115,Xray,WOR6012,"WORKTOP, 1200W 600D",,1,,1,1,,
AI115,Xray,XRA041,X-RAY TABLE - digital,,1,0,2,2.1,,
AI115,Xray,XRA043,"X-RAY UNIT (tube), with ceiling suspensions track - digital",,1,250000,2,2.1,,
AI115,Xray,XRA045,X-RAY CHEST stand - digital,,1,0,2,2.1,,
AI115,Xray,XRA048,X-RAY CONTROL CONSOLE - digital,,1,0,2,2.1,,
CCCUFM001,Cleaners room,SIN013,"SINK and BASIN combination Janitorial unit, hinged bucket grating to sink and monobloc mixer tap with swivel nozzle, stainless steel, 900H 500W 600D.",Jan-01,1,600,1,1,,
CCCUFM001,Cleaners room,WAS102,"WASTE, unslotted flush-grated, metal, 1.1/2 in.",Jan-01,1,45,1,1,,
CCCUFM001,Cleaners room,WAS108,"TRAP, bottle, 1.1/2 in, plastic resealing.",Jan-01,1,35,1,1,,
CCCUFM001,Cleaners room,CLE008,"SCRUBBING/POLISHING MACHINE, single brush, 110v machine",,1,650,3,3.1,,
CCCUFM001,Cleaners room,CLE018,"CLEANER VACUUM, dry suction, tub, with accessories, filtered air exhaust",,1,125,3,3.1,,
CCCUFM001,Cleaners room,CON061,"CONE, warning, 'wet floor'",,6,20,3,3.1,,
CCCUFM001,Cleaners room,DIS013,"DISPENSER, paper towel, wall mounted",,1,15,2,2.3,,
CCCUFM001,Cleaners room,DIS024,"DISPENSER, soap, wall mounted",,1,15,2,2.3,,
CCCUFM001,Cleaners room,DIS9018,"DISPENSER, detergent, unit dose, wall mounted",,1,,2,2.3,,
CCCUFM001,Cleaners room,HOL014,"HOLDER, sack, with lid foot operated, large, capacity 120 litre, mobile",,1,130,3,3,,
CCCUFM001,Cleaners room,HOO020,"HOOK, single, large, wall mounted",,2,9,1,1,,
CCCUFM001,Cleaners room,LAD002,"LADDER, 3 tread, platform type 750mm height, folding",,1,120,3,3,,
CCCUFM001,Cleaners room,OUT005,"SOCKET outlet, switched, 13 amp, single",,1,0,1,1,,
CCCUFM001,Cleaners room,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",,1,,1,1,,
CCCUFM001,Cleaners room,SHE3015,"SHELF, 1500W 300D",,2,,1,1,,
CCCUFM001,Cleaners room,TRO068,"TROLLEY, cleaners, mop bucket, 3 shelves tray and waste sack holder, 980H 1170W 550D",,1,320,3,3,,
CCU8BC001,ICU_ISO Bed,BAS101,"BASIN, medium, hospital pattern, vitreous china, no tap holes, no overflow, integral back outlet, 500W 400D.",BAS-01,1,67,1,1,,
CCU8BC001,ICU_ISO Bed,DIS013,"DISPENSER, paper towel, wall mounted",BAS-01,1,15,2,2.3,,
CCU8BC001,ICU_ISO Bed,DIS030,"DISPENSER, soap, disposable single cartridge, lever action, wall mounted",BAS-01,1,15,2,2.3,,
CCU8BC001,ICU_ISO Bed,HOL004,"HOLDER, sack, with lid foot operated, small, freestanding",BAS-01,1,100,3,3,,
CCU8BC001,ICU_ISO Bed,OUT001,"OUTLET cable fused, wall mounted",BAS-01,1,0,1,1,,
CCU8BC001,ICU_ISO Bed,TAP826,"TAP bib, single lever, hospital pattern, 2x 1/2 in. inlets, integral thermostatic combination mixer, single flow, fixed horizontal nozzle. Sequential operation.",BAS-01,1,,1,1,,
CCU8BC001,ICU_ISO Bed,WAS107,"TRAP, bottle, 1.1/4 in, plastic resealing.",BAS-01,1,35,1,1,,
CCU8BC001,ICU_ISO Bed,BED016,"BED, CCU/ITU, radio translucent rising backrest, two-way tilt, height adjustable (685-860), on castors",BED-08,1,17000,3,3,,
CCU8BC001,ICU_ISO Bed,MAT9004,"MATTRESS, suitable for ITU/CCU bed",BED-08,1,2000,3,3,,
CCU8BC001,ICU_ISO Bed,COM031,COMPUTER CPU,COM-02,1,800,3,3.2,,
CCU8BC001,ICU_ISO Bed,COM033,COMPUTER KEYBOARD,COM-02,1,25,3,3.2,,
CCU8BC001,ICU_ISO Bed,COM9010,"COMPUTER MONITOR, 24"" TFT, digital flat panel display, high-resolution screens, desk top",COM-02,1,450,3,3.2,,
CCU8BC001,ICU_ISO Bed,BRA9007,"BRACKET, wall mounted, for vital signs monitor",MON-02,1,250,1,2.3,this would be pendant mounted as previous comments,
CCU8BC001,ICU_ISO Bed,MON013,"MONITOR, vital signs, multi-parameter, with accessories, 280H 360W 215D",MON-02,1,6100,3,3,,
CCU8BC001,ICU_ISO Bed,OUT131,"SOCKET outlet data/voice, double.",OUT-01,1,0,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9010,"SOCKET outlet switched 13amp twin, wall/trunking mounted",OUT-01,1,,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9034,"SOCKET outlet switched 13amp twin, USB port twin, wall/trunking mounted",OUT-01,1,,1,1,,
CCU8BC001,ICU_ISO Bed,OUT342,"OUTLET, drain point",PAN-01,1,154,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9007,OUTLET reverse osmosis (RO) water for equipment,PAN-01,1,,1,1,,
CCU8BC001,ICU_ISO Bed,PAN069,"PANEL media, for satellite dialysis machine, wall mounted",PAN-01,1,1200,1,1.1,,
CCU8BC001,ICU_ISO Bed,CAL9009,"PUSH BUTTON staff emergency call, reset and integral/adjacent indicator lamp, pendant mounted",PEN-01,1,170,1,1,,
CCU8BC001,ICU_ISO Bed,CAL9010,"PUSH BUTTON staff crash call, reset and integral/adjacent indicator lamp, pendant mounted",PEN-01,1,170,1,1,,
CCU8BC001,ICU_ISO Bed,LIG9005,"LUMINAIRE examination adjustable, 50000 lux, pendant mounted",PEN-01,1,2500,1,1.1,,
CCU8BC001,ICU_ISO Bed,OUT9018,"SOCKET outlet unswitched 13amp single, pendant mounted",PEN-01,28,,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9019,"SOCKET outlet double data, pendant mounted",PEN-01,4,,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9056,"CONNECTION UNIT unswitched 13amp, pendant mounted",PEN-01,1,,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9151,"SOCKET outlet patient monitoring, pendant mounted",PEN-01,1,,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9452,"OUTLET 4 kPa compressed air medical, pendant mounted",PEN-01,4,,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9471,"OUTLET oxygen medical, pendant mounted",PEN-01,4,,1,1,,
CCU8BC001,ICU_ISO Bed,OUT9476,"OUTLET vacuum medical, pendant mounted",PEN-01,4,,1,1,,
